category,name,message,status,severity,type,email_subject,is_audit,send_to_syslog
moat,FailedAPICallDueToIPViolation,${api_name} failed to execute as it was accessed from an  unauthorized IP address ${ip_address} for the ${user_domain} ${username},Failure,Warning,AccessManagement,n/a,Yes,Yes
app_failover,FailoverAssignClonedSLAFailed,Failed to assign the cloned SLA to the newly created Recovery Plan: ${reason}.,TaskFailure,Warning,Failover,Failover cloned SLA assignment failure,No,No
app_failover,FailoverAssignSLAFailed,Failed to assign the SLA '${slaName}' to the newly created Recovery Plan: ${reason}.,TaskFailure,Warning,Failover,Failover SLA assignment failure,No,No
app_failover,FailoverDeprecatePrimaryAppTaskFailed,"Failed to deprecate the primary Recovery Plan '${blueprintName}': ${reason}, the ${instanceType} should be shutdown manually.",TaskFailure,Warning,Failover,n/a,No,No
app_failover,FailoverDeprecatePrimaryAppTaskStarted,Started to deprecate the primary Recovery Plan '${blueprintName}'.,Running,Info,Failover,n/a,No,No
app_failover,FailoverDeprecatePrimaryAppTaskSucceed,Successfully deprecated the primary Recovery Plan '${blueprintName}'.,TaskSuccess,Info,Failover,n/a,No,No
app_failover,FailoverSLANotFound,SLA not found when assigning SLA to the newly created Recovery Plan.,TaskFailure,Warning,Failover,Failover SLA not found,No,No
encryption,FederatedLoginCleanupFailure,"Unable to clean up federated access configuration on Rubrik cluster, '${cluster}.'",Failure,Warning,Sync,n/a,No,No
encryption,FederatedLoginCleanupSuccess,"Successfully cleaned up federated access configuration on Rubrik cluster, '${cluster}.'",Success,Info,Sync,n/a,No,No
encryption,FederatedLoginConfigurationFailure,"Unable to configure federated access on Rubrik cluster, '${cluster}.'",Failure,Warning,Sync,n/a,No,No
encryption,FederatedLoginConfigurationSuccess,"Successfully configured federated access on Rubrik cluster, '${cluster}.'",Success,Info,Sync,n/a,No,No
encryption,FederatedLoginGenericError,"Failed to toggle federated login configuration on Rubrik cluster, '${cluster}.'",Failure,Warning,Sync,n/a,No,No
fedramp,FedrampBoundaryExited,${userEmail} acknowledged that they are exiting the FedRAMP boundary and navigated to ${link}.,Success,Info,Audit,n/a,Yes,Yes
cdm_rbac_migration,FetchCDMRBACConfigJobFailed,Failed to fetch the Rubrik CDM RBAC configuration from ${clusterName}. Reason: ${reason}.,Failure,Critical,Configuration,n/a,No,No
cdm_rbac_migration,FetchCDMRBACConfigJobStarted,Started the job to fetch the Rubrik CDM RBAC configuration from ${clusterName}.,TaskSuccess,Info,Configuration,n/a,No,No
cdm_rbac_migration,FetchCDMRBACConfigJobSucceeded,Successfully fetched the Rubrik CDM RBAC configuration from ${clusterName}.,Success,Info,Configuration,n/a,No,No
cdm_rbac_migration,FetchCDMRbacConfigStartFailed,${username} failed to start a job to fetch the CDM RBAC configurations from ${clusterName}. Failure reason: ${reason}.,Failure,Info,Audit,n/a,Yes,Yes
cdm_rbac_migration,FetchCDMRbacConfigStarted,${username} started a job to fetch the CDM RBAC configurations from ${clusterName}.,Success,Info,Audit,n/a,Yes,Yes
filedownloads,FileDownloadCreated,${username} created a file of type ${type} named ${name}.,Success,Info,FILE_DOWNLOAD,n/a,Yes,Yes
filedownloads,FileDownloadStarted,${username} is downloading a file named ${name}.,Success,Info,FILE_DOWNLOAD,n/a,Yes,Yes
fileset,FilesetBackupReport,${username} started a backup report job for fileset '${filesetName}' and snapshot taken on '${snapshotDate}'.,Success,Info,Download,n/a,Yes,Yes
fileset,FilesetBackupReportFailure,${username} failed to start backup report job for fileset '${filesetName}' and snapshot taken on '${snapshotDate}'. Reason: ${reason}.,Failure,Info,Download,n/a,Yes,Yes
cluster,FindBadDisk,${userName} successfully ran find bad disk on ${nodeId} for ${clusterName}.,Success,Info,Configuration,n/a,Yes,Yes
cluster,FindBadDiskFailed,${userName} failed to find bad disk on ${nodeId} for ${clusterName}. Failure reason: ${reason}.,Failure,Info,Configuration,n/a,Yes,Yes
common,FirmwareUpdateStarted,${username} started firmware update on Rubrik cluster '${clusterName}' with ID '${clusterUuid}'.,Success,Info,Configuration,n/a,Yes,Yes
cloudnative,ForceDeleteCloudAccountJobFailed,Failed to delete ${cloudProvider} ${accountTerminology} ${cloudAccountDisplayName}. Reason: ${reason}.,Failure,Critical,Configuration,n/a,No,No
cloudnative,ForceDeleteCloudAccountJobSucceeded,Successfully deleted ${cloudProvider} ${accountTerminology} ${cloudAccountDisplayName}.,Success,Critical,Configuration,n/a,No,No
cloudnative,ForceDeleteCloudAccountJobWithDeleteSnapshotsStarted,Started to delete ${cloudProvider} ${accountTerminology} ${cloudAccountDisplayName}. Snapshots from ${cloudProvider} will be deleted.,Success,Critical,Configuration,n/a,No,No
cloudnative,ForceDeleteCloudAccountJobWithoutDeleteSnapshotsStarted,Started to delete ${cloudProvider} ${accountTerminology} ${cloudAccountDisplayName}. Snapshots from ${cloudProvider} will not be deleted.,Success,Critical,Configuration,n/a,No,No
cloudnative,FoundLeakedResources,Rubrik Security Cloud encountered an issue while attempting to clean up your resources. Reason: ${reason}.,Failure,Critical,Configuration,n/a,No,No
gcpnative,GCPNativeArchiveSnapshotJobFailed,Failed to archive ${uploadType} snapshot taken at ${snapshotTimeDisplay} of the ${snappableDisplay} to the ${targetBucketName} bucket of ${targetLocation} location. Reason: ${reason}.,Failure,Critical,Archive,Archival of snapshot of the ${snappableDisplay},No,No
gcpnative,GCPNativeArchiveSnapshotJobSucceeded,Successfully archived ${uploadType} snapshot taken at  ${snapshotTimeDisplay} of the ${snappableDisplay} to the  ${targetBucketName} bucket of ${targetLocation} location. Processed ${dataTransferredFromSource} of data and uploaded  ${dataUploadedToDestination} (compressed) to Archival Location.,Success,Info,Archive,Archival of snapshot of the ${snappableDisplay},No,No
gcpnative,GCPNativeArchiveSnapshotTaskFailed,Failed to upload the snapshot to the ${targetBucketName} bucket of ${targetLocation} location. Reason: ${reason}.,TaskFailure,Warning,Archive,n/a,No,No
gcpnative,GCPNativeArchiveSnapshotTaskStarted,Uploading the snapshot to the ${targetBucketName} bucket   of ${targetLocation} location.,Running,Info,Archive,n/a,No,No
gcpnative,GCPNativeAttachDisksTaskFailed,Failed to attach recovered disks to the instance. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
gcpnative,GCPNativeAttachDisksTaskStarted,Attaching recovered disks to the instance.,Running,Info,Recovery,n/a,No,No
gcpnative,GCPNativeAttachDisksTaskSucceeded,Successfully attached recovered disks to the instance.,TaskSuccess,Info,Recovery,n/a,No,No
gcpnative,GCPNativeBackupInstanceJobStartFailed,${userEmail} failed to start snapshot of GCP instance ${gcpInstanceDisplayName} in ${gcpProjectDisplayName} project. Failure reason: ${reason}.,Failure,Critical,Backup,n/a,Yes,Yes
gcpnative,GCPNativeBackupInstanceJobStarted,${userEmail} started snapshot of GCP instance ${gcpInstanceDisplayName} in ${gcpProjectDisplayName} project.,Success,Info,Backup,n/a,Yes,Yes
gcpnative,GCPNativeDetachDisksTaskFailed,Failed to detach existing disks from the instance. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
gcpnative,GCPNativeDetachDisksTaskStarted,Detaching existing disks from the instance.,Running,Info,Recovery,n/a,No,No
gcpnative,GCPNativeDetachDisksTaskSucceeded,Successfully detached existing disks from the instance.,TaskSuccess,Info,Recovery,n/a,No,No
gcpnative,GCPNativeDisableProjectJobStartFailed,${userEmail} failed to start disabling protection of the ${projectDisplayName} GCP project. Failure reason: ${reason}.,Failure,Critical,Configuration,n/a,Yes,Yes
gcpnative,GCPNativeDisableProjectJobStarted,${userEmail} started disabling protection of the ${projectDisplayName} GCP project.,Success,Info,Configuration,n/a,Yes,Yes
gcpnative,GCPNativeExportDiskCreateDiskTaskFailed,Failed to create the disk. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
gcpnative,GCPNativeExportDiskCreateDiskTaskStarted,Creating the disk.,Running,Info,Recovery,n/a,No,No
gcpnative,GCPNativeExportDiskCreateDiskTaskSucceeded,Successfully created the disk.,TaskSuccess,Info,Recovery,n/a,No,No
gcpnative,GCPNativeExportDiskJobCanceled,Canceled export of the ${diskDisplayName} disk in the ${locationName} ${locationScope} in ${targetProjectDisplayName} project  from the snapshot of the ${sourceDiskName} disk taken at  ${snapshotDisplayTime} in the ${sourceProjectDisplayName} project.,Canceled,Info,Recovery,GCP Disk Export,No,No
gcpnative,GCPNativeExportDiskJobCanceling,Canceling export of the ${diskDisplayName} disk in the ${locationName} ${locationScope} in ${targetProjectDisplayName} project from the snapshot of the ${sourceDiskName} disk taken  at ${snapshotDisplayTime} in the ${sourceProjectDisplayName} project.,Canceling,Info,Recovery,n/a,No,No
gcpnative,GCPNativeExportDiskJobFailed,Failed to export the ${diskDisplayName} disk in the ${locationName} ${locationScope} in ${targetProjectDisplayName} project from the  snapshot of the ${sourceDiskName} disk taken at ${snapshotDisplayTime}  in the ${sourceProjectDisplayName} project. Reason: ${reason}.,Failure,Critical,Recovery,GCP Disk Export,No,No
gcpnative,GCPNativeExportDiskJobQueued,Queued export of the ${diskDisplayName} disk in the ${locationName} ${locationScope} in ${targetProjectDisplayName} project from the  snapshot of the ${sourceDiskName} disk taken at ${snapshotDisplayTime}  in the ${sourceProjectDisplayName} project.,Queued,Info,Recovery,n/a,No,No
gcpnative,GCPNativeExportDiskJobStartFailed,${userEmail} failed to start the export of the ${diskDisplayName} GCP  disk from the snapshot taken at ${snapshotDisplayTime} in the  ${sourceProjectDisplayName} GCP project to the ${locationName}  ${locationScope} in ${targetProjectDisplayName} GCP project. Failure reason: ${reason}.,Failure,Critical,Recovery,n/a,Yes,Yes
gcpnative,GCPNativeExportDiskJobStarted,${userEmail} started export of the ${diskDisplayName} GCP disk from the  snapshot taken at ${snapshotDisplayTime} in the  ${sourceProjectDisplayName} GCP project to the ${locationName}  ${locationScope} in ${targetProjectDisplayName} GCP project.,Success,Info,Recovery,n/a,Yes,Yes
gcpnative,GCPNativeExportDiskJobStarted,Started export of the ${diskDisplayName} disk in the ${locationName} ${locationScope} in ${targetProjectDisplayName} project from the  snapshot of the ${sourceDiskName} disk taken at ${snapshotDisplayTime}  in the ${sourceProjectDisplayName} project.,TaskSuccess,Info,Recovery,n/a,No,No
gcpnative,GCPNativeExportDiskJobSucceeded,Export of the ${diskDisplayName} disk in the ${locationName} ${locationScope} in ${targetProjectDisplayName} project from the  snapshot of the ${sourceDiskName} disk taken at ${snapshotDisplayTime}  in the ${sourceProjectDisplayName} project succeeded.,Success,Info,Recovery,GCP Disk Export,No,No
gcpnative,GCPNativeExportInstanceCreateInstanceTaskFailed,Failed to create the instance. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
gcpnative,GCPNativeExportInstanceCreateInstanceTaskStarted,Creating the instance.,Running,Info,Recovery,n/a,No,No
gcpnative,GCPNativeExportInstanceCreateInstanceTaskSucceeded,Successfully created the instance.,TaskSuccess,Info,Recovery,n/a,No,No
gcpnative,GCPNativeExportInstanceJobCanceled,Canceled export of the ${instanceDisplayName} GCE instance in the ${zone} zone in ${targetProjectDisplayName} project from the snapshot of  ${sourceInstanceName} GCE instance taken at ${snapshotDisplayTime} in  the ${sourceProjectDisplayName} project.,Canceled,Info,Recovery,GCP GCE Instance Export,No,No
gcpnative,GCPNativeExportInstanceJobCanceling,Canceling export of the ${instanceDisplayName} GCE instance in the ${zone} zone in the ${targetProjectDisplayName} project from the  snapshot of ${sourceInstanceName} GCE instance taken at  ${snapshotDisplayTime} in the ${sourceProjectDisplayName} project.,Canceling,Info,Recovery,n/a,No,No
gcpnative,GCPNativeExportInstanceJobFailed,Failed to export the ${instanceDisplayName} GCE instance in the ${zone} zone in ${targetProjectDisplayName} project from the snapshot of  ${sourceInstanceName} GCE instance taken at ${snapshotDisplayTime} in  the ${sourceProjectDisplayName} project. Reason: ${reason}.,Failure,Critical,Recovery,GCP GCE Instance Export,No,No
gcpnative,GCPNativeExportInstanceJobQueued,Queued export of the ${instanceDisplayName} GCE instance in the ${zone} zone in the ${targetProjectDisplayName} project from the snapshot of  ${sourceInstanceName} GCE instance taken at ${snapshotDisplayTime} in  the ${sourceProjectDisplayName} project.,Queued,Info,Recovery,n/a,No,No
gcpnative,GCPNativeExportInstanceJobStartFailed,${userEmail} failed to start the export of the ${instanceDisplayName}  GCP instance from the snapshot taken at ${snapshotDisplayTime} in the  ${sourceProjectDisplayName} GCP project to the ${zone} zone in the  ${targetProjectDisplayName} GCP project. Failure reason: ${reason}.,Failure,Critical,Recovery,n/a,Yes,Yes
gcpnative,GCPNativeExportInstanceJobStarted,${userEmail} started export of the ${instanceDisplayName} GCP instance from the snapshot taken at ${snapshotDisplayTime} in the  ${sourceProjectDisplayName} GCP project to the ${zone} zone in the  ${targetProjectDisplayName} GCP project.,Success,Info,Recovery,n/a,Yes,Yes
gcpnative,GCPNativeExportInstanceJobStarted,Started export of the ${instanceDisplayName} GCE instance in the ${zone} zone in the ${targetProjectDisplayName} project from the snapshot of  ${sourceInstanceName} GCE instance taken at ${snapshotDisplayTime} in  the ${sourceProjectDisplayName} project.,TaskSuccess,Info,Recovery,n/a,No,No
gcpnative,GCPNativeExportInstanceJobSucceeded,Export of the ${instanceDisplayName} GCE instance in the ${zone} zone  in ${targetProjectDisplayName} project from the snapshot of  ${sourceInstanceName} GCE instance taken at ${snapshotDisplayTime} in the  ${sourceProjectDisplayName} project succeeded.,Success,Info,Recovery,GCP GCE Instance Export,No,No
gcpnative,GCPNativeRefreshProjectJobStartFailed,${userEmail} failed to start refresh of GCP project ${gcpProjectDisplayName}. Failure reason: ${reason}.,Failure,Critical,Configuration,n/a,Yes,Yes
gcpnative,GCPNativeRefreshProjectJobStarted,${userEmail} started refresh of GCP project ${gcpProjectDisplayName}.,Success,Info,Configuration,n/a,Yes,Yes
gcpnative,GCPNativeRestoreInstanceCreateDisksTaskFailed,Failed to create disks from the snapshot. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
gcpnative,GCPNativeRestoreInstanceCreateDisksTaskStarted,Creating disks from the snapshot.,Running,Info,Recovery,n/a,No,No
gcpnative,GCPNativeRestoreInstanceCreateDisksTaskSucceeded,Successfully created disks from the snapshot.,TaskSuccess,Info,Recovery,n/a,No,No
gcpnative,GCPNativeRestoreInstanceJobCanceled,Canceled restore of the ${instanceDisplayName} GCE instance in the ${zone} zone from the snapshot taken at ${snapshotDisplayTime} in the ${projectDisplayName} project.,Canceled,Info,Recovery,GCP GCE Instance Restore,No,No
gcpnative,GCPNativeRestoreInstanceJobCanceling,Canceling restore of the ${instanceDisplayName} GCE instance in the ${zone} zone from the snapshot taken at ${snapshotDisplayTime} in the ${projectDisplayName} project.,Canceling,Info,Recovery,n/a,No,No
gcpnative,GCPNativeRestoreInstanceJobFailed,Failed to restore the ${instanceDisplayName} GCE instance in the ${zone} zone from the snapshot taken at ${snapshotDisplayTime} in the ${projectDisplayName} project. Reason: ${reason}.,Failure,Critical,Recovery,GCP GCE Instance Restore,No,No
gcpnative,GCPNativeRestoreInstanceJobQueued,Queued restore of the ${instanceDisplayName} GCE instance in the ${zone} zone from the snapshot taken at ${snapshotDisplayTime} in the ${projectDisplayName} project.,Queued,Info,Recovery,n/a,No,No
gcpnative,GCPNativeRestoreInstanceJobStartFailed,${userEmail} failed to start restore of the ${instanceDisplayName} GCP GCE instance in the ${zone} zone from the snapshot taken at ${snapshotDisplayTime} in the ${projectDisplayName} project. Failure reason: ${reason}.,Failure,Critical,Recovery,n/a,Yes,Yes
gcpnative,GCPNativeRestoreInstanceJobStarted,${userEmail} started restore of the ${instanceDisplayName} GCP GCE instance in the ${zone} zone from the snapshot taken at ${snapshotDisplayTime} in the ${projectDisplayName} project.,Success,Info,Recovery,n/a,Yes,Yes
gcpnative,GCPNativeRestoreInstanceJobStarted,Started restore of the ${instanceDisplayName} GCE instance in the ${zone} zone from the snapshot taken at ${snapshotDisplayTime} in the ${projectDisplayName} project.,TaskSuccess,Info,Recovery,n/a,No,No
gcpnative,GCPNativeRestoreInstanceJobSucceeded,Restore of the ${instanceDisplayName} GCE instance in the ${zone} zone from the snapshot taken at ${snapshotDisplayTime} in the ${projectDisplayName} project succeeded.,Success,Info,Recovery,GCP GCE Instance Restore,No,No
gcpnative,GCPNativeRestoreInstanceRestoreInstanceLabelsTaskFailed,Failed to restore instance labels from the snapshot. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
gcpnative,GCPNativeRestoreInstanceRestoreInstanceLabelsTaskStarted,Restoring instance labels from the snapshot.,Running,Info,Recovery,n/a,No,No
gcpnative,GCPNativeRestoreInstanceRestoreInstanceLabelsTaskSucceeded,Successfully restored instance labels from the snapshot.,TaskSuccess,Info,Recovery,n/a,No,No
gcpnative,GCPNativeStartInstanceTaskFailed,Failed to start the instance. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
gcpnative,GCPNativeStartInstanceTaskStarted,Starting the instance.,Running,Info,Recovery,n/a,No,No
gcpnative,GCPNativeStartInstanceTaskSucceeded,Successfully started the instance.,TaskSuccess,Info,Recovery,n/a,No,No
gcpnative,GCPNativeStopInstanceTaskFailed,Failed to stop the instance. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
gcpnative,GCPNativeStopInstanceTaskStarted,Stopping the instance.,Running,Info,Recovery,n/a,No,No
gcpnative,GCPNativeStopInstanceTaskSucceeded,Successfully stopped the instance.,TaskSuccess,Info,Recovery,n/a,No,No
gcpnative,GCPNativeStopInstanceTaskSucceededNoop,Ensured that the instance is stopped.,TaskSuccess,Info,Recovery,n/a,No,No
cloudaccounts,GcpCloudAccountAdditionFailed,Failed to add GCP Project ${name} with ID ${nativeId} for feature ${feature}. Reason: ${reason},Failure,Critical,Configuration,Add GCP cloud account,No,No
cloudaccounts,GcpCloudAccountAdditionSucceeded,Successfully added GCP Project ${name} with ID ${nativeId} for feature ${feature}.,Success,Info,Configuration,Add GCP cloud account,No,No
cloudaccounts,GcpCloudAccountDeletionFailed,Failed to delete permissions of the GCP Project ${name} with ID ${nativeId} for feature ${feature}. Reason: ${reason},Failure,Critical,Configuration,Delete GCP cloud account,No,No
cloudaccounts,GcpCloudAccountDeletionSucceeded,Successfully deleted permissions of the GCP Project ${name} with ID ${nativeId} for feature ${feature}.,Success,Info,Configuration,Delete GCP cloud account,No,No
cloudaccounts,GcpCloudAccountMissingPermissions,The Project ${name} (${nativeId}) requires additional permissions for a recent enhancement with ${feature}. Navigate to GCP Projects under Remote Settings and upgrade permissions to reconnect Project.,Success,Warning,Configuration,Project ${name} (${nativeId}) requires additional permissions for ${feature}.,No,No
cloudaccounts,GcpCloudAccountUpgradeFailed,Failed to update permissions of the GCP Project ${name} with ID ${nativeId} for feature ${feature}. Reason: ${reason},Failure,Critical,Configuration,Failed to update permissions of GCP project,No,No
cloudaccounts,GcpCloudAccountUpgradeSucceeded,Successfully updated permissions of the GCP Project ${name} with ID ${nativeId} for feature ${feature}.,Success,Info,Configuration,Updated permissions of GCP Project,No,No
cloudaccounts,GcpProjectOperationFailed,${userEmail} failed to ${operation} GCP Project ${name} with ID ${nativeId} for feature ${feature}.,Failure,Critical,Configuration,n/a,Yes,Yes
cloudaccounts,GcpProjectOperationSucceeded,${userEmail} ${operation} GCP Project ${name} with ID ${nativeId} for feature ${feature}.,Success,Info,Configuration,n/a,Yes,Yes
cloudnative,GcpSnapshotsMissing,One or more rubrik managed snapshots are missing from GCP project ${gcpProjectDisplayName}. Total ${missingInstanceSnapshotCount} instance snapshots and ${missingDiskSnapshotCount} disk snapshots are missing.,Failure,Critical,Diagnostic,Rubrik managed snapshots missing from GCP project,No,No
cdm_rbac_migration,GenerateCDMRBACMigrationSummaryJobFailed,Failed to generate the Rubrik CDM RBAC migration summary from ${clusterName}. Reason: ${reason}.,Failure,Critical,Configuration,n/a,No,No
cdm_rbac_migration,GenerateCDMRBACMigrationSummaryJobStarted,Started the job to generate the Rubrik CDM RBAC migration summary from ${clusterName}.,TaskSuccess,Info,Configuration,n/a,No,No
cdm_rbac_migration,GenerateCDMRBACMigrationSummaryJobSucceeded,Successfully generated the Rubrik CDM RBAC migration summary from ${clusterName}.,Success,Info,Configuration,n/a,No,No
cluster,GenerateClusterRegistrationToken,${userName} generated registration token for cluster ${clusterUUID} with nodes ${nodeIDs} and managed by polaris set to ${managedByPolaris}.,Success,Info,Configuration,n/a,Yes,Yes
cluster,GenerateClusterRegistrationTokenFailure,"${userName} failed to generate registration token for cluster ${clusterUUID} with nodes ${nodeIDs} and managed by polaris set to ${managedByPolaris}, reason ${reason}.",Failure,Info,Configuration,n/a,Yes,Yes
pending_action,GlobalSLAAssignFailed,Failed to assign RSC SLA Domain '${slaName}' to objects '${objectNames}' on the Rubrik cluster '${clusterName}'. Reason: '${reason}',Failure,Critical,Sync,SLA Assignment,No,No
pending_action,GlobalSLAAssignStarted,Started to assign RSC SLA Domain '${slaName}' to objects '${objectNames}' on cluster '${clusterName}'.,TaskSuccess,Info,Sync,n/a,No,No
pending_action,GlobalSLAAssignSuccess,RSC SLA Domain '${slaName}' is successfully assigned  to objects '${objectNames}' on the Rubrik cluster '${clusterName}'.,Success,Info,Sync,n/a,No,No
pending_action,GlobalSLAAssignSynced,Sent request to Rubrik cluster '${clusterName}' to assign  RSC SLA Domain `${slaName}` to objects '${objectNames}'. Update may take a few minutes to complete.,Success,Info,Sync,n/a,No,No
exocompute,HealthCheckTaskFailed,Failed health check for the Kubernetes cluster. Reason: ${reason}.,TaskFailure,Warning,Diagnostic,n/a,No,No
exocompute,HealthCheckTaskFailedForPoweredOffCluster,"The powered-off AKS cluster, ${clusterName}, in resource group, ${rgName},  within Azure subscription, ${subscriptionID} failed the health check.  You can either start the AKS cluster to avoid data protection compliance  issues or delete the M365 subscription if you want to power down the  AKS cluster permanently.",TaskFailure,Warning,Diagnostic,"The AKS cluster, ${clusterName}, is powered off in the resource group,  ${rgName}, within Azure subscription, ${subscriptionID}",No,No
exocompute,HealthCheckTaskStarted,Checking health of the Kubernetes Cluster.,Running,Info,Diagnostic,n/a,No,No
exocompute,HealthCheckTaskSucceeded,Successfully completed health check for the Kubernetes Cluster.,TaskSuccess,Info,Diagnostic,n/a,No,No
exocompute,HealthCheckTaskWarning,${error},Failure,Warning,Diagnostic,n/a,No,No
authz,HideUser,${userName} updated the hidden status to ${hiddenStatus} for ${targetUserName}.,Success,Info,AccessManagement,n/a,Yes,Yes
security_violation,HighSeverityDataViolationClosed,High severity violation of policy ${policyName} on ${objectName} was closed automatically,Success,Warning,SECURITY_VIOLATION,High severity violation of policy ${policyName} on ${objectName} was closed automatically,No,Yes
security_violation,HighSeverityDataViolationDetected,High severity violation of policy ${policyName} detected on  ${objectName},Success,Warning,SECURITY_VIOLATION,High severity violation of policy ${policyName} detected on  ${objectName},No,Yes
security_violation,HighSeverityDataViolationDismissed,High severity violation of policy ${policyName} on ${objectName} was dismissed,Success,Warning,SECURITY_VIOLATION,High severity violation of policy ${policyName} on ${objectName} was dismissed,No,Yes
security_violation,HighSeverityDataViolationInProgress,High severity violation of policy ${policyName} on ${objectName}  changed status to in progress,Success,Warning,SECURITY_VIOLATION,High severity violation of policy ${policyName} on ${objectName} changed status to in progress,No,Yes
security_violation,HighSeverityDataViolationReOpen,High severity violation of policy ${policyName} on ${objectName} changed status to open,Success,Warning,SECURITY_VIOLATION,High severity violation of policy ${policyName} on ${objectName} changed status to open,No,Yes
security_violation,HighSeverityDataViolationRemediated,High severity violation of policy ${policyName} on ${objectName} was remediated,Success,Warning,SECURITY_VIOLATION,High severity violation of policy ${policyName} on ${objectName} was remediated,No,Yes
identity_alerts,HighSeverityIdentityAlertClosed,${alertMessage} on ${source} was closed automatically,TaskSuccess,Warning,IDENTITY_ALERTS,${alertMessage} on ${source} was closed automatically,No,Yes
identity_alerts,HighSeverityIdentityAlertDetected,${alertMessage} detected on ${source},TaskSuccess,Warning,IDENTITY_ALERTS,${alertMessage} detected on ${source},No,Yes
identity_alerts,HighSeverityIdentityAlertDismissed,${alertMessage} on ${source} was dismissed,TaskSuccess,Warning,IDENTITY_ALERTS,${alertMessage} on ${source} was dismissed,No,Yes
identity_alerts,HighSeverityIdentityAlertInProgress,${alertMessage} on ${source} changed status to in progress,TaskSuccess,Warning,IDENTITY_ALERTS,${alertMessage} on ${source} changed status to in progress,No,Yes
identity_alerts,HighSeverityIdentityAlertReOpened,${alertMessage} on ${source} changed status to open,TaskSuccess,Warning,IDENTITY_ALERTS,${alertMessage} on ${source} changed status to open,No,Yes
identity_alerts,HighSeverityIdentityAlertRemediated,${alertMessage} on ${source} was remediated,TaskSuccess,Warning,IDENTITY_ALERTS,${alertMessage} on ${source} was remediated,No,Yes
hyperv,HypervBatchExportSingleFailed,${username} failed to start a job to export a snapshot of Hyper-V Virtual Machine '${vmId}'(${vmName}). Failure reason: ${reason}.,Failure,Info,Recovery,n/a,Yes,Yes
hyperv,HypervBatchExportSingleStarted,${username} started a job to export a snapshot of Hyper-V Virtual Machine '${vmId}'(${vmName}).,Success,Info,Recovery,n/a,Yes,Yes
hyperv,HypervBatchInstantRecoverSingleFailed,${username} failed to start a job to instant recover a snapshot on Hyper-V Virtual Machine '${vmId}'(${vmName}). Failure reason: ${reason}.,Failure,Info,Recovery,n/a,Yes,Yes
hyperv,HypervBatchInstantRecoverSingleStarted,${username} started a job to instant recover a snapshot on Hyper-V Virtual Machine '${vmId}'(${vmName}).,Success,Info,Recovery,n/a,Yes,Yes
hyperv,HypervBatchMountSingleFailed,${username} failed to start a job to mount a snapshot of Hyper-V Virtual Machine '${vmId}'(${vmName}). Failure reason: ${reason}.,Failure,Info,Recovery,n/a,Yes,Yes
hyperv,HypervBatchMountSingleStarted,${username} started a job to mount a snapshot of Hyper-V Virtual Machine '${vmId}'(${vmName}).,Success,Info,Recovery,n/a,Yes,Yes
security_violation,IdentityRevokeAccessRemediationFailed,Failed to revoke access for '${identityName}' to ${documentCount} files in object ${objectName}.,Failure,Critical,SECURITY_VIOLATION,Failed to revoke access for '${identityName}' to ${documentCount} files in ${objectName}.,No,Yes
security_violation,IdentityRevokeAccessRemediationSuccess,Successfully revoked access for '${identityName}' to ${documentCount} files in object ${objectName}.,Success,Info,SECURITY_VIOLATION,Revoked access for '${identityName}' to ${documentCount} files in ${objectName}.,No,Yes
certificate_management,ImportCSR,${ActorSubjectName} created the CSR '${csrName}'.,Success,Info,Configuration,n/a,Yes,Yes
certificate_management,ImportCdmCertificateFailure,${ActorSubjectName} was unable to import the certificate '${certName}'. Reason: ${reason}.,Success,Info,Configuration,n/a,Yes,Yes
certificate_management,ImportCdmCertificateSuccess,${ActorSubjectName} imported the certificate '${certName}'.,Success,Info,Configuration,n/a,Yes,Yes
certificate_management,ImportCdmCertificateWithTrustSuccess,${ActorSubjectName} imported the certificate '${certName}' to the cluster trust store.,Success,Info,Configuration,n/a,Yes,Yes
certificate_management,ImportCertificate,${ActorSubjectName} imported the certificate '${certName}'.,Success,Info,Configuration,n/a,Yes,Yes
appflows,InstallIofilterStartFailed,${userEmail} failed to start a job to install iofilter on  ${computeClusterName}. Reason: ${reason}.,Failure,Info,Configuration,n/a,Yes,Yes
appflows,InstallIofilterStarted,${userEmail} started a job to install iofilter on ${computeClusterName}.,Success,Info,Configuration,n/a,Yes,Yes
appflows,InstanceResourceConfigurationDeletionSucceeded,${userEmail} successfully deleted resource configuration for recovery  plan '${blueprintName}' on ${clusterName} with failover Id ${failoverId},Success,Info,Configuration,n/a,Yes,Yes
oracle,InstantRecoverOracleSnapshot,${username} instant recovered Oracle database '${dbName}' with ID '${dbId}'.,Success,Info,Configuration,n/a,Yes,Yes
oracle,InstantRecoverOracleSnapshotFailed,${username} failed to instant recover Oracle database '${dbName}' with ID '${dbId}'.,Failure,Info,Configuration,n/a,Yes,Yes
